legacy_primary_category,taxonomy_primary,taxonomy_hierarchy,taxonomy_display_name
mobile_phone_repair,mobile_phone_repair,services_and_business > technical_service > it_service_and_computer_repair > mobile_phone_repair,Mobile Phone Repair
mobile_phone_store,mobile_phone_store,shopping > specialty_store > electronics_store > mobile_phone_store,Mobile Phone Store
mobility_equipment_services,mobility_equipment_service,services_and_business > family_service > mobility_equipment_service,Mobility Equipment Service
modern_art_museum,modern_art_museum,arts_and_entertainment > museum > art_museum > modern_art_museum,Modern Art Museum
mohel,mohel,services_and_business > event_or_party_service > mohel,Mohel
molecular_gastronomy_restaurant,molecular_gastronomy_restaurant,food_and_drink > restaurant > special_diet_restaurant > molecular_gastronomy_restaurant,Molecular Gastronomy Restaurant
money_transfer_services,money_transfer_service,services_and_business > financial_service > money_transfer_service,Money Transfer Service
mongolian_restaurant,mongolian_restaurant,food_and_drink > restaurant > asian_restaurant > east_asian_restaurant > mongolian_restaurant,Mongolian Restaurant
montessori_school,montessori_school,education > place_of_learning > school > montessori_school,Montessori School
monument,monument,cultural_and_historic > memorial_site > monument,Monument
mooring_service,mooring_service,travel_and_transportation > vehicle_service > boat_service > mooring_service,Mooring Service
moroccan_restaurant,moroccan_restaurant,food_and_drink > restaurant > african_restaurant > north_african_restaurant > moroccan_restaurant,Moroccan Restaurant
mortgage_broker,mortgage_broker,services_and_business > financial_service > mortgage_broker,Mortgage Broker
mortgage_lender,mortgage_lender,services_and_business > financial_service > installment_loans > mortgage_lender,Mortgage Lender
mortuary_services,mortuary_service,services_and_business > family_service > funeral_service > mortuary_service,Mortuary Service
mosque,muslim_place_of_worship,cultural_and_historic > place_of_worship > muslim_place_of_worship,Muslim Place of Worship
motel,motel,lodging > hotel > motel,Motel
motor_freight_trucking,motor_freight_trucking,services_and_business > b2b_service > b2b_transportation_and_storage_service > motor_freight_trucking,Motor Freight Trucking
motorcycle_dealer,motorcycle_dealer,shopping > vehicle_dealer > motorcycle_dealer,Motorcycle Dealer
motorcycle_gear,motorcycle_parts_store,shopping > specialty_store > vehicle_parts_store > motorcycle_parts_store,Motorcycle Parts Store
motorcycle_manufacturer,motorcycle_manufacturer,services_and_business > b2b_service > manufacturer > vehicle_manufacturer > motorcycle_manufacturer,Motorcycle Manufacturer
motorcycle_parking,motorcycle_parking,travel_and_transportation > parking > motorcycle_parking,Motorcycle Parking
motorcycle_rentals,motorcycle_rental_service,services_and_business > rental_service > vehicle_rental_service > motorcycle_rental_service,Motorcycle Rental Service
motorcycle_repair,motorcycle_repair,travel_and_transportation > vehicle_service > motorcycle_service > motorcycle_repair,Motorcycle Repair
motorsport_vehicle_dealer,motorsport_vehicle_dealer,shopping > vehicle_dealer > motorsport_vehicle_dealer,Motorsport Vehicle Dealer
motorsport_vehicle_repair,motorsport_vehicle_repair,travel_and_transportation > vehicle_service > automotive_service > automotive_repair > motorsport_vehicle_repair,Motorsport Vehicle Repair
motorsports_store,motorsports_store,shopping > specialty_store > vehicle_parts_store > motorsports_store,Motorsports Store
mountain,mountain,geographic_entities > land_feature > mountain,Mountain
mountain_bike_parks,mountain_bike_park,sports_and_recreation > park > mountain_bike_park,Mountain Bike Park
mountain_bike_trails,mountain_bike_trail,sports_and_recreation > recreational_trail_or_path > mountain_bike_trail,Mountain Bike Trail
mountain_huts,mountain_hut,lodging > mountain_hut,Mountain Hut
movers,mover,services_and_business > home_service > mover,Mover
movie_critic,movie_critic,services_and_business > media_service > media_critic > movie_critic,Movie Critic
movie_television_studio,movie_television_studio,services_and_business > media_service > media_news_company > movie_television_studio,Movie Television Studio
muay_thai_club,muay_thai_club,sports_and_recreation > sport_or_recreation_club > martial_arts_club > muay_thai_club,Muay Thai Club
mulled_wine,beer_wine_spirits_store,shopping > food_and_beverage_store > beer_wine_spirits_store,Beer Wine Spirits Store
museum,museum,arts_and_entertainment > museum,Museum
music_and_dvd_store,music_and_dvd_store,shopping > specialty_store > books_music_and_video_store > music_and_dvd_store,Music and DVD Store
music_critic,music_critic,services_and_business > media_service > media_critic > music_critic,Music Critic
music_festivals_and_organizations,music_festival_venue,arts_and_entertainment > festival_venue > music_festival_venue,Music Festival Venue
music_production,music_production,services_and_business > media_service > media_news_company > music_production,Music Production
music_production_services,music_production_service,services_and_business > media_service > music_production_service,Music Production Service
music_school,music_school,education > place_of_learning > specialty_school > music_school,Music School
music_venue,music_venue,arts_and_entertainment > performing_arts_venue > music_venue,Music Venue
musical_band_orchestras_and_symphonies,band_orchestra_symphony,arts_and_entertainment > performing_arts_venue > music_venue > band_orchestra_symphony,Band Orchestra Symphony
musical_instrument_services,musical_instrument_service,services_and_business > media_service > musical_instrument_service,Musical Instrument Service
musical_instrument_store,musical_instrument_store,shopping > specialty_store > musical_instrument_and_pro_audio_store > musical_instrument_store,Musical Instrument Store
musician,musician,services_and_business > event_or_party_service > musician,Musician
mystic,spiritual_advising,arts_and_entertainment > spiritual_advising,Spiritual Advising
nail_salon,nail_salon,lifestyle_services > personal_or_beauty_service > nail_salon,Nail Salon
nanny_services,nanny_service,services_and_business > family_service > nanny_service,Nanny Service
nasi_restaurant,nasi_restaurant,food_and_drink > restaurant > asian_restaurant > southeast_asian_restaurant > nasi_restaurant,Nasi Restaurant
national_museum,national_museum,arts_and_entertainment > museum > national_museum,National Museum
national_park,national_park,sports_and_recreation > park > national_park,National Park
national_security_services,national_security_service,community_and_government > government_office > national_security_service,National Security Service
natural_gas_supplier,natural_gas_utility_provider,community_and_government > public_utility > natural_gas_utility_provider,Natural Gas Utility Provider
natural_hot_springs,hot_springs,geographic_entities > water_feature > hot_springs,Hot Springs
nature_reserve,nature_reserve,geographic_entities > land_feature > nature_reserve,Nature Reserve
naturopathic_holistic,naturopathic_medicine,health_care > outpatient_care_facility > complementary_and_alternative_medicine > naturopathic_medicine,Naturopathic Medicine
nephrologist,nephrology,health_care > outpatient_care_facility > specialized_health_care > nephrology,Nephrology
neurologist,neurology,health_care > outpatient_care_facility > specialized_health_care > neurology,Neurology
neuropathologist,neuropathology,health_care > outpatient_care_facility > specialized_health_care > neurology > neuropathology,Neuropathology
neurotologist,neurotology,health_care > outpatient_care_facility > specialized_health_care > ear_nose_and_throat > otolaryngology > neurotology,Neurotology
newspaper_advertising,b2b_newspaper_advertising,services_and_business > b2b_service > b2b_office_and_professional_service > b2b_advertising_and_marketing_service > b2b_newspaper_advertising,B2B Newspaper Advertising
newspaper_and_magazines_store,newspaper_and_magazines_store,shopping > specialty_store > books_music_and_video_store > newspaper_and_magazines_store,Newspaper and Magazines Store
nicaraguan_restaurant,nicaraguan_restaurant,food_and_drink > restaurant > latin_american_restaurant > central_american_restaurant > nicaraguan_restaurant,Nicaraguan Restaurant
nigerian_restaurant,nigerian_restaurant,food_and_drink > restaurant > african_restaurant > west_african_restaurant > nigerian_restaurant,Nigerian Restaurant
night_market,night_market,shopping > market > night_market,Night Market
non_governmental_association,non_governmental_association,community_and_government > civic_organization > non_governmental_association,Non Governmental Association
noodles_restaurant,ramen_restaurant,food_and_drink > restaurant > asian_restaurant > ramen_restaurant,Ramen Restaurant
norwegian_restaurant,norwegian_restaurant,food_and_drink > restaurant > european_restaurant > scandinavian_restaurant > norwegian_restaurant,Norwegian Restaurant
notary_public,notary_public,services_and_business > legal_service > notary_public,Notary Public
nudist_clubs,naturist_club,sports_and_recreation > sport_or_recreation_club > naturist_club,Naturist Club
nurse_practitioner,nursing,health_care > outpatient_care_facility > specialized_health_care > nursing,Nursing
nursery_and_gardening,nursery_and_gardening_store,shopping > specialty_store > hardware_home_and_garden_store > nursery_and_gardening_store,Nursery and Gardening Store
nursing_school,nursing_school,education > place_of_learning > specialty_school > nursing_school,Nursing School
nutritionist,nutrition_service,lifestyle_services > wellness_service > nutrition_service,Nutrition Service
observatory,observatory,arts_and_entertainment > science_attraction > observatory,Observatory
obstetrician_and_gynecologist,obstetrics_and_gynecology,health_care > outpatient_care_facility > reproductive_perinatal_and_womens_care > obstetrics_and_gynecology,Obstetrics and Gynecology
occupational_medicine,occupational_medicine,health_care > outpatient_care_facility > specialized_health_care > preventive_medicine > occupational_medicine,Occupational Medicine
